"","Player","Team","Age","GP","G","Freq","FGM","FGA","FG%","eFG%","2FG Freq","2FGM","2FGA","2FG%","3FG Freq","3PM","3PA","3P%","Season","Position"
"1469","Mike Muscala","ATL","22","2","1","100%","0.0","1.0","0.0","0.0","100%","0.0","1.0","0.0","0.0%","0.0","0.0","-","2013","Center"
"1470","Matt Bonner","SAS","34","22","9","100%","0.5","0.9","50.0","60.0","45.0%","0.3","0.4","66.7","55.0%","0.2","0.5","36.4","2013","Center"
"1471","Ryan Hollins","LAC","29","5","3","100%","0.2","0.8","25.0","25.0","100%","0.2","0.8","25.0","0.0%","0.0","0.0","-","2013","Center"
"1472","Jeff Ayres","SAS","27","17","9","100%","0.3","0.8","46.2","46.2","100%","0.3","0.8","46.2","0.0%","0.0","0.0","-","2013","Center"
"1473","Tyler Hansbrough","TOR","28","3","1","100%","0.3","0.7","50.0","50.0","100%","0.3","0.7","50.0","0.0%","0.0","0.0","-","2013","Center"
"1474","Kevin Seraphin","WAS","24","4","2","100%","0.0","0.5","0.0","0.0","100%","0.0","0.5","0.0","0.0%","0.0","0.0","-","2013","Center"
"1475","Meyers Leonard","POR","22","4","1","100%","0.0","0.5","0.0","0.0","100%","0.0","0.5","0.0","0.0%","0.0","0.0","-","2013","Center"
"1476","Nazr Mohammed","CHI","36","2","1","100%","0.0","0.5","0.0","0.0","100%","0.0","0.5","0.0","0.0%","0.0","0.0","-","2013","Center"
"1477","Joel Freeland","POR","27","9","2","100%","0.0","0.3","0.0","0.0","100%","0.0","0.3","0.0","0.0%","0.0","0.0","-","2013","Center"
"1478","Luka Doncic","DAL","23","15","15","100%","10.7","23.5","45.5","52.7","58.0%","7.3","13.6","53.4","42.0%","3.4","9.9","34.5","2021","Guard"
"1479","Donovan Mitchell","UTA","25","6","6","100%","8.8","22.2","39.8","43.6","63.9%","7.2","14.2","50.6","36.1%","1.7","8.0","20.8","2021","Guard"
"1480","CJ McCollum","NOP","30","6","6","100%","8.2","20.8","39.2","46.0","59.2%","5.3","12.3","43.2","40.8%","2.8","8.5","33.3","2021","Guard"
"1481","Ja Morant","MEM","22","9","9","100%","9.0","20.4","44.0","48.6","72.8%","7.1","14.9","47.8","27.2%","1.9","5.6","34.0","2021","Guard"
"1482","Stephen Curry","GSW","34","22","22","100%","9.2","20.0","45.9","56.3","48.0%","5.0","9.6","52.6","52.0%","4.1","10.4","39.7","2021","Guard"
"1483","Jayson Tatum","BOS","24","24","24","100%","8.4","19.7","42.6","50.7","58.5%","5.2","11.5","44.9","41.5%","3.2","8.2","39.3","2021","Guard"
"1484","Jrue Holiday","MIL","32","12","12","100%","7.4","19.6","37.9","43.2","66.4%","5.3","13.0","41.0","33.6%","2.1","6.6","31.6","2021","Guard"
"1485","DeMar DeRozan","CHI","32","5","5","100%","7.8","19.0","41.1","41.1","90.5%","7.8","17.2","45.3","9.5%","0.0","1.8","0.0","2021","Guard"
"1486","Anthony Edwards","MIN","20","6","6","100%","8.3","18.3","45.5","55.9","48.2%","4.5","8.8","50.9","51.8%","3.8","9.5","40.4","2021","Guard"
"1487","Devin Booker","PHX","25","10","10","100%","7.9","17.5","45.1","53.1","62.9%","5.1","11.0","46.4","37.1%","2.8","6.5","43.1","2021","Guard"
"1488","Jaylen Brown","BOS","25","24","24","100%","8.2","17.5","47.0","54.2","61.6%","5.7","10.8","53.1","38.4%","2.5","6.7","37.3","2021","Guard"
"1489","Jalen Brunson","DAL","25","18","18","100%","8.1","17.3","46.6","50.8","75.9%","6.6","13.1","50.4","24.1%","1.4","4.2","34.7","2021","Guard"
"1490","Klay Thompson","GSW","32","22","22","100%","7.1","16.6","42.9","53.4","45.4%","3.6","7.5","48.2","54.6%","3.5","9.1","38.5","2021","Guard"
"1491","Kyrie Irving","BKN","30","4","4","100%","7.0","15.8","44.4","50.8","66.7%","5.0","10.5","47.6","33.3%","2.0","5.3","38.1","2021","Guard"
"1492","Zach LaVine","CHI","27","4","4","100%","6.8","15.8","42.9","50.0","61.9%","4.5","9.8","46.2","38.1%","2.3","6.0","37.5","2021","Guard"
"1493","Dillon Brooks","MEM","26","11","11","100%","5.5","15.6","34.9","42.2","58.1%","3.2","9.1","35.0","41.9%","2.3","6.5","34.7","2021","Guard"
"1494","Tyrese Maxey","PHI","21","12","12","100%","7.3","15.2","48.4","55.5","62.1%","5.2","9.4","54.9","37.9%","2.2","5.8","37.7","2021","Guard"
"1495","De'Andre Hunter","ATL","24","5","5","100%","7.8","14.0","55.7","64.3","62.9%","5.4","8.8","61.4","37.1%","2.4","5.2","46.2","2021","Guard"
"1496","Trae Young","ATL","23","5","5","100%","4.4","13.8","31.9","37.0","44.9%","3.0","6.2","48.4","55.1%","1.4","7.6","18.4","2021","Guard"
"1497","Gary Trent Jr.","TOR","23","6","6","100%","5.2","13.7","37.8","45.7","52.4%","3.0","7.2","41.9","47.6%","2.2","6.5","33.3","2021","Guard"
"1498","Fred VanVleet","TOR","28","4","4","100%","4.8","13.5","35.2","46.3","33.3%","1.8","4.5","38.9","66.7%","3.0","9.0","33.3","2021","Guard"
"1499","Desmond Bane","MEM","24","12","12","100%","6.3","13.3","47.5","60.9","44.4%","2.8","5.9","46.5","55.6%","3.6","7.4","48.3","2021","Guard"
"1500","Marcus Smart","BOS","28","21","21","100%","5.4","13.3","40.5","49.1","50.9%","3.1","6.8","45.8","49.1%","2.3","6.5","35.0","2021","Guard"
"1501","Will Barton","DEN","31","5","5","100%","5.4","13.2","40.9","49.2","57.6%","3.2","7.6","42.1","42.4%","2.2","5.6","39.3","2021","Guard"
"1502","James Harden","PHI","32","12","12","100%","5.3","13.2","40.5","49.4","51.9%","3.0","6.8","43.9","48.1%","2.3","6.3","36.8","2021","Guard"
"1503","Bogdan Bogdanovic","ATL","29","4","4","100%","5.0","12.3","40.8","50.0","46.9%","2.8","5.8","47.8","53.1%","2.3","6.5","34.6","2021","Guard"
"1504","Jordan Clarkson","UTA","30","6","6","100%","6.7","12.2","54.8","61.0","67.1%","5.2","8.2","63.3","32.9%","1.5","4.0","37.5","2021","Guard"
"1505","Tyler Herro","MIA","22","15","15","100%","4.9","12.1","40.9","45.3","61.3%","3.9","7.4","52.3","38.7%","1.1","4.7","22.9","2021","Guard"
"1506","D'Angelo Russell","MIN","26","6","6","100%","4.0","12.0","33.3","41.7","56.9%","2.0","6.8","29.3","43.1%","2.0","5.2","38.7","2021","Guard"
"1507","Chris Paul","PHX","37","13","13","100%","6.7","11.9","56.1","62.3","68.4%","5.2","8.2","64.2","31.6%","1.5","3.8","38.8","2021","Guard"
"1508","Jordan Poole","GSW","23","22","22","100%","5.9","11.6","50.8","60.6","49.6%","3.6","5.7","62.7","50.4%","2.3","5.8","39.1","2021","Guard"
"1509","Spencer Dinwiddie","DAL","29","18","18","100%","4.4","10.7","41.7","52.1","50.0%","2.2","5.3","41.7","50.0%","2.2","5.3","41.7","2021","Guard"
"1510","Monte Morris","DEN","27","5","5","100%","5.0","10.2","49.0","59.8","49.0%","2.8","5.0","56.0","51.0%","2.2","5.2","42.3","2021","Guard"
"1511","Max Strus","MIA","26","18","18","100%","3.8","10.1","37.4","50.3","22.0%","1.2","2.2","52.5","78.0%","2.6","7.9","33.1","2021","Guard"
"1512","Jaylen Nowell","MIN","22","1","1","100%","3.0","10.0","30.0","30.0","50.0%","3.0","5.0","60.0","50.0%","0.0","5.0","0.0","2021","Guard"
"1513","Seth Curry","BKN","31","4","4","100%","5.5","9.8","56.4","71.8","41.0%","2.5","4.0","62.5","59.0%","3.0","5.8","52.2","2021","Guard"
"1514","Mike Conley","UTA","34","6","6","100%","3.2","9.5","33.3","37.7","56.1%","2.3","5.3","43.8","43.9%","0.8","4.2","20.0","2021","Guard"
"1515","Kevin Huerter","ATL","23","5","5","100%","3.4","9.4","36.2","45.7","34.0%","1.6","3.2","50.0","66.0%","1.8","6.2","29.0","2021","Guard"
"1516","Bruce Brown","BKN","25","4","4","100%","5.3","9.3","56.8","64.9","62.2%","3.8","5.8","65.2","37.8%","1.5","3.5","42.9","2021","Guard"
"1517","Victor Oladipo","MIA","30","15","15","100%","3.3","9.1","36.8","43.0","54.4%","2.2","4.9","44.6","45.6%","1.1","4.1","27.4","2021","Guard"
"1518","Coby White","CHI","22","5","5","100%","3.0","9.0","33.3","42.2","35.6%","1.4","3.2","43.8","64.4%","1.6","5.8","27.6","2021","Guard"
"1519","Kyle Lowry","MIA","36","10","10","100%","2.5","8.6","29.1","36.6","37.2%","1.2","3.2","37.5","62.8%","1.3","5.4","24.1","2021","Guard"
"1520","Reggie Bullock","DAL","31","18","18","100%","3.4","8.4","40.4","57.6","13.2%","0.5","1.1","45.0","86.8%","2.9","7.3","39.7","2021","Guard"
"1521","Tyus Jones","MEM","26","12","12","100%","3.3","8.3","39.4","48.5","54.5%","1.8","4.5","38.9","45.5%","1.5","3.8","40.0","2021","Guard"
"1522","Patrick Beverley","MIN","33","6","6","100%","3.5","8.2","42.9","52.0","46.9%","2.0","3.8","52.2","53.1%","1.5","4.3","34.6","2021","Guard"
"1523","Goran Dragic","BKN","36","4","4","100%","4.5","8.0","56.3","62.5","62.5%","3.5","5.0","70.0","37.5%","1.0","3.0","33.3","2021","Guard"
"1524","Derrick White","BOS","27","23","23","100%","2.8","7.7","36.4","43.8","52.8%","1.6","4.0","40.9","47.2%","1.1","3.6","31.3","2021","Guard"
"1525","Danny Green","PHI","35","12","12","100%","3.0","7.4","40.4","57.9","14.6%","0.4","1.1","38.5","85.4%","2.6","6.3","40.8","2021","Guard"
"1526","Pat Connaughton","MIL","29","12","12","100%","3.5","7.3","47.7","61.9","27.3%","1.4","2.0","70.8","72.7%","2.1","5.3","39.1","2021","Guard"
"1527","Malik Beasley","MIN","25","6","5","100%","3.2","7.3","43.2","52.3","43.2%","1.8","3.2","57.9","56.8%","1.3","4.2","32.0","2021","Guard"
"1528","Gabe Vincent","MIA","26","18","18","100%","2.8","7.3","38.2","47.7","38.2%","1.4","2.8","50.0","61.8%","1.4","4.5","30.9","2021","Guard"
"1529","Bones Hyland","DEN","21","5","5","100%","2.6","7.2","36.1","47.2","36.1%","1.0","2.6","38.5","63.9%","1.6","4.6","34.8","2021","Guard"
"1530","Grayson Allen","MIL","26","12","12","100%","3.1","6.8","45.1","56.7","41.5%","1.5","2.8","52.9","58.5%","1.6","4.0","39.6","2021","Guard"
"1531","De'Anthony Melton","MEM","24","10","10","100%","2.1","6.5","32.3","40.8","32.3%","1.0","2.1","47.6","67.7%","1.1","4.4","25.0","2021","Guard"
"1532","Delon Wright","ATL","30","5","5","100%","3.0","5.8","51.7","60.3","55.2%","2.0","3.2","62.5","44.8%","1.0","2.6","38.5","2021","Guard"
"1533","Alex Caruso","CHI","28","4","4","100%","2.3","5.8","39.1","54.3","21.7%","0.5","1.3","40.0","78.3%","1.8","4.5","38.9","2021","Guard"
"1534","Cameron Payne","PHX","27","13","13","100%","1.7","5.7","29.7","33.1","59.5%","1.3","3.4","38.6","40.5%","0.4","2.3","16.7","2021","Guard"
"1535","Troy Brown Jr.","CHI","22","3","3","100%","1.7","5.7","29.4","35.3","35.3%","1.0","2.0","50.0","64.7%","0.7","3.7","18.2","2021","Guard"
"1536","Jose Alvarado","NOP","24","6","6","100%","2.7","5.5","48.5","57.6","51.5%","1.7","2.8","58.8","48.5%","1.0","2.7","37.5","2021","Guard"
"1537","Wesley Matthews","MIL","35","12","12","100%","2.1","5.3","39.1","53.1","29.7%","0.6","1.6","36.8","70.3%","1.5","3.8","40.0","2021","Guard"
"1538","Ayo Dosunmu","CHI","22","5","5","100%","1.6","5.2","30.8","36.5","50.0%","1.0","2.6","38.5","50.0%","0.6","2.6","23.1","2021","Guard"
"1539","Kyle Anderson","MEM","28","12","11","100%","2.4","4.3","56.9","59.8","76.5%","2.2","3.3","66.7","23.5%","0.3","1.0","25.0","2021","Guard"
"1540","Payton Pritchard","BOS","24","24","23","100%","1.8","4.3","42.2","53.9","29.4%","0.8","1.3","63.3","70.6%","1.0","3.0","33.3","2021","Guard"
"1541","Patty Mills","BKN","33","4","4","100%","2.3","4.0","56.3","78.1","18.8%","0.5","0.8","66.7","81.3%","1.8","3.3","53.8","2021","Guard"
"1542","Landry Shamet","PHX","25","12","12","100%","1.6","4.0","39.6","49.0","45.8%","0.8","1.8","45.5","54.2%","0.8","2.2","34.6","2021","Guard"
"1543","Gary Payton II","GSW","29","12","11","100%","2.4","3.7","65.9","75.0","65.9%","1.8","2.4","72.4","34.1%","0.7","1.3","53.3","2021","Guard"
"1544","Danuel House Jr.","UTA","29","6","6","100%","1.5","3.7","40.9","45.5","54.5%","1.2","2.0","58.3","45.5%","0.3","1.7","20.0","2021","Guard"
"1545","Austin Rivers","DEN","29","5","5","100%","1.6","3.6","44.4","55.6","33.3%","0.8","1.2","66.7","66.7%","0.8","2.4","33.3","2021","Guard"
"1546","Jordan McLaughlin","MIN","26","5","5","100%","2.4","3.4","70.6","82.4","58.8%","1.6","2.0","80.0","41.2%","0.8","1.4","57.1","2021","Guard"
"1547","Javonte Green","CHI","28","5","5","100%","0.6","3.4","17.6","17.6","64.7%","0.6","2.2","27.3","35.3%","0.0","1.2","0.0","2021","Guard"
"1548","Jarrett Culver","MEM","23","3","3","100%","1.0","3.3","30.0","30.0","80.0%","1.0","2.7","37.5","20.0%","0.0","0.7","0.0","2021","Guard"
"1549","Shake Milton","PHI","25","12","11","100%","1.5","3.2","47.4","57.9","60.5%","0.8","1.9","43.5","39.5%","0.7","1.3","53.3","2021","Guard"
"1550","Bryn Forbes","DEN","28","5","5","100%","1.2","3.0","40.0","53.3","26.7%","0.4","0.8","50.0","73.3%","0.8","2.2","36.4","2021","Guard"
"1551","Devonte' Graham","NOP","27","6","6","100%","1.0","3.0","33.3","47.2","22.2%","0.2","0.7","25.0","77.8%","0.8","2.3","35.7","2021","Guard"
"1552","Matisse Thybulle","PHI","25","9","8","100%","1.2","2.7","45.8","54.2","41.7%","0.8","1.1","70.0","58.3%","0.4","1.6","28.6","2021","Guard"
"1553","Furkan Korkmaz","PHI","24","9","5","100%","1.2","2.6","47.8","56.5","56.5%","0.8","1.4","53.8","43.5%","0.4","1.1","40.0","2021","Guard"
"1554","Aaron Holiday","PHX","25","6","6","100%","1.3","2.3","57.1","75.0","50.0%","0.5","1.2","42.9","50.0%","0.8","1.2","71.4","2021","Guard"
"1555","Trey Burke","DAL","29","10","8","100%","1.1","2.2","50.0","59.1","54.5%","0.7","1.2","58.3","45.5%","0.4","1.0","40.0","2021","Guard"
"1556","Moses Moody","GSW","20","13","10","100%","1.1","2.1","53.6","66.1","53.6%","0.6","1.1","53.3","46.4%","0.5","1.0","53.8","2021","Guard"
"1557","Damion Lee","GSW","29","16","14","100%","0.8","2.1","38.2","44.1","52.9%","0.6","1.1","50.0","47.1%","0.3","1.0","25.0","2021","Guard"
"1558","Nickeil Alexander-Walker","UTA","23","1","1","100%","2.0","2.0","100","100","100%","2.0","2.0","100","0.0%","0.0","0.0","-","2021","Guard"
"1559","Frank Ntilikina","DAL","23","12","10","100%","0.7","2.0","33.3","45.8","16.7%","0.2","0.3","50.0","83.3%","0.5","1.7","30.0","2021","Guard"
"1560","Jared Butler","UTA","21","1","1","100%","0.0","2.0","0.0","0.0","100%","0.0","2.0","0.0","0.0%","0.0","0.0","-","2021","Guard"
"1561","Josh Green","DAL","21","16","9","100%","0.5","1.8","28.6","37.5","21.4%","0.2","0.4","50.0","78.6%","0.3","1.4","22.7","2021","Guard"
"1562","Jevon Carter","MIL","26","11","8","100%","0.8","1.7","47.4","55.3","63.2%","0.6","1.1","50.0","36.8%","0.3","0.6","42.9","2021","Guard"
"1563","Elfrid Payton","PHX","28","2","2","100%","1.0","1.5","66.7","66.7","100%","1.0","1.5","66.7","0.0%","0.0","0.0","-","2021","Guard"
"1564","Yuta Watanabe","TOR","27","4","4","100%","0.5","1.5","33.3","33.3","83.3%","0.5","1.3","40.0","16.7%","0.0","0.3","0.0","2021","Guard"
"1565","John Konchar","MEM","26","8","4","100%","0.4","1.4","27.3","31.8","45.5%","0.3","0.6","40.0","54.5%","0.1","0.8","16.7","2021","Guard"
"1566","Andre Iguodala","GSW","38","7","4","100%","0.6","1.3","44.4","50.0","66.7%","0.4","0.9","50.0","33.3%","0.1","0.4","33.3","2021","Guard"
"1567","Jaden Springer","PHI","19","5","3","100%","0.6","1.2","50.0","50.0","83.3%","0.6","1.0","60.0","16.7%","0.0","0.2","0.0","2021","Guard"
"1568","Malachi Flynn","TOR","24","6","4","100%","0.0","1.2","0.0","0.0","57.1%","0.0","0.7","0.0","42.9%","0.0","0.5","0.0","2021","Guard"
"1569","Aaron Nesmith","BOS","22","15","9","100%","0.3","1.1","23.5","26.5","35.3%","0.2","0.4","50.0","64.7%","0.1","0.7","9.1","2021","Guard"
"1570","Sterling Brown","DAL","27","9","5","100%","0.3","1.1","30.0","30.0","60.0%","0.3","0.7","50.0","40.0%","0.0","0.4","0.0","2021","Guard"
"1571","Timothe Luwawu-Cabarrot","ATL","27","4","1","100%","0.5","1.0","50.0","62.5","25.0%","0.3","0.3","100","75.0%","0.3","0.8","33.3","2021","Guard"
"1572","George Hill","MIL","36","5","3","100%","0.2","1.0","20.0","30.0","60.0%","0.0","0.6","0.0","40.0%","0.2","0.4","50.0","2021","Guard"
"1573","Armoni Brooks","TOR","24","4","2","100%","0.0","1.0","0.0","0.0","0.0%","0.0","0.0","-","100%","0.0","1.0","0.0","2021","Guard"
"1574","Nik Stauskas","BOS","28","13","7","100%","0.2","0.9","25.0","37.5","16.7%","0.0","0.1","0.0","83.3%","0.2","0.8","30.0","2021","Guard"
"1575","Luca Vildoza","MIL","26","7","4","100%","0.3","0.9","33.3","41.7","16.7%","0.1","0.1","100","83.3%","0.1","0.7","20.0","2021","Guard"
"1576","Isaiah Joe","PHI","22","7","4","100%","0.3","0.7","40.0","50.0","40.0%","0.1","0.3","50.0","60.0%","0.1","0.4","33.3","2021","Guard"
"1577","Svi Mykhailiuk","TOR","25","3","2","100%","0.0","0.7","0.0","0.0","0.0%","0.0","0.0","-","100%","0.0","0.7","0.0","2021","Guard"
"1578","Skylar Mays","ATL","24","2","1","100%","0.5","0.5","100","100","100%","0.5","0.5","100","0.0%","0.0","0.0","-","2021","Guard"
"1579","Facundo Campazzo","DEN","31","4","1","100%","0.0","0.5","0.0","0.0","0.0%","0.0","0.0","-","100%","0.0","0.5","0.0","2021","Guard"
"1580","Rayjon Tucker","MIL","24","8","2","100%","0.1","0.4","33.3","33.3","66.7%","0.1","0.3","50.0","33.3%","0.0","0.1","0.0","2021","Guard"
"1581","Luka Doncic","DAL","22","7","7","100%","13.6","27.7","49.0","57.0","60.8%","9.1","16.9","54.2","39.2%","4.4","10.9","40.8","2020","Guard"
"1582","Bradley Beal","WAS","28","5","5","100%","11.2","24.6","45.5","48.4","74.0%","9.8","18.2","53.8","26.0%","1.4","6.4","21.9","2020","Guard"
"1583","Donovan Mitchell","UTA","24","10","10","100%","10.5","23.5","44.7","55.3","51.1%","5.5","12.0","45.8","48.9%","5.0","11.5","43.5","2020","Guard"
"1584","Ja Morant","MEM","21","5","5","100%","11.0","22.6","48.7","53.1","72.6%","9.0","16.4","54.9","27.4%","2.0","6.2","32.3","2020","Guard"
"1585","Trae Young","ATL","22","16","16","100%","9.4","22.4","41.8","48.1","59.9%","6.6","13.4","48.8","40.1%","2.8","9.0","31.3","2020","Guard"
"1586","Damian Lillard","POR","30","6","6","100%","10.3","22.3","46.3","59.3","41.8%","4.5","9.3","48.2","58.2%","5.8","13.0","44.9","2020","Guard"
"1587","Jayson Tatum","BOS","23","5","5","100%","9.4","22.2","42.3","48.6","67.6%","6.6","15.0","44.0","32.4%","2.8","7.2","38.9","2020","Guard"
"1588","Devin Booker","PHX","24","22","22","100%","9.6","21.6","44.7","49.4","71.1%","7.6","15.3","49.9","28.9%","2.0","6.2","32.1","2020","Guard"
"1589","Dillon Brooks","MEM","25","5","5","100%","10.0","19.4","51.5","55.7","79.4%","8.4","15.4","54.5","20.6%","1.6","4.0","40.0","2020","Guard"
"1590","CJ McCollum","POR","29","6","6","100%","8.3","19.0","43.9","50.0","63.2%","6.0","12.0","50.0","36.8%","2.3","7.0","33.3","2020","Guard"
"1591","Kyrie Irving","BKN","29","9","9","100%","8.6","18.1","47.2","54.6","60.1%","5.9","10.9","54.1","39.9%","2.7","7.2","36.9","2020","Guard"
