"","V1","V2","V3","V4","V5","Field Goals","Field Goals","Field Goals","Field Goals","Field Goals","2 Point Field Goals","2 Point Field Goals","2 Point Field Goals","2 Point Field Goals","3 Point Field Goals","3 Point Field Goals","3 Point Field Goals","3 Point Field Goals","Season"
"1","Player","Team","Age","GP","G","Freq","FGM","FGA","FG%","eFG%","2FG Freq","2FGM","2FGA","2FG%","3FG Freq","3PM","3PA","3P%","2021-2022"
"171","Pat Connaughton","MIL","28","23","23","100%","2.4","5.2","46.2","61.8","20.2%","0.8","1.0","75.0","79.8%","1.6","4.1","38.9","2020-2021"
"172","Mike James","BKN","30","9","7","100%","1.6","4.8","32.6","38.4","62.8%","1.0","3.0","33.3","37.2%","0.6","1.8","31.3","2020-2021"
"173","Matisse Thybulle","PHI","24","12","12","100%","2.1","4.3","48.1","58.7","34.6%","1.2","1.5","77.8","65.4%","0.9","2.8","32.4","2020-2021"
"174","Luke Kennard","LAC","25","15","15","100%","2.1","4.3","47.7","63.8","21.5%","0.7","0.9","71.4","78.5%","1.4","3.4","41.2","2020-2021"
"175","Anfernee Simons","POR","22","6","6","100%","2.3","4.2","56.0","78.0","28.0%","0.5","1.2","42.9","72.0%","1.8","3.0","61.1","2020-2021"
"176","Markus Howard","DEN","22","9","7","100%","1.7","4.1","40.5","55.4","29.7%","0.4","1.2","36.4","70.3%","1.2","2.9","42.3","2020-2021"
"177","Rajon Rondo","LAC","35","13","13","100%","1.4","4.1","34.0","44.3","47.2%","0.5","1.9","28.0","52.8%","0.8","2.1","39.3","2020-2021"
"178","Patrick Beverley","LAC","32","17","16","100%","1.7","4.0","42.6","52.2","45.6%","0.9","1.8","51.6","54.4%","0.8","2.2","35.1","2020-2021"
"179","Josh Richardson","DAL","27","7","7","100%","1.6","4.0","39.3","44.6","64.3%","1.1","2.6","44.4","35.7%","0.4","1.4","30.0","2020-2021"
"180","Shake Milton","PHI","24","12","11","100%","1.3","3.9","31.9","40.4","59.6%","0.6","2.3","25.0","40.4%","0.7","1.6","42.1","2020-2021"
"181","Desmond Bane","MEM","23","5","5","100%","2.2","3.8","57.9","73.7","36.8%","1.0","1.4","71.4","63.2%","1.2","2.4","50.0","2020-2021"
"182","Aaron Nesmith","BOS","21","5","4","100%","1.0","3.6","27.8","38.9","22.2%","0.2","0.8","25.0","77.8%","0.8","2.8","28.6","2020-2021"
"183","George Hill","PHI","35","12","11","100%","1.6","3.6","44.2","53.5","55.8%","0.9","2.0","45.8","44.2%","0.7","1.6","42.1","2020-2021"
"184","Langston Galloway","PHX","29","2","2","100%","0.5","3.5","14.3","14.3","71.4%","0.5","2.5","20.0","28.6%","0.0","1.0","0.0","2020-2021"
"185","Trey Burke","DAL","28","2","2","100%","0.0","3.5","0.0","0.0","57.1%","0.0","2.0","0.0","42.9%","0.0","1.5","0.0","2020-2021"
"186","Landry Shamet","BKN","24","12","11","100%","1.5","3.4","43.9","56.1","34.1%","0.7","1.2","57.1","65.9%","0.8","2.3","37.0","2020-2021"
"187","Tyus Jones","MEM","25","5","5","100%","1.2","3.4","35.3","38.2","76.5%","1.0","2.6","38.5","23.5%","0.2","0.8","25.0","2020-2021"
"188","Payton Pritchard","BOS","23","5","4","100%","1.2","3.4","35.3","44.1","41.2%","0.6","1.4","42.9","58.8%","0.6","2.0","30.0","2020-2021"
"189","Cassius Winston","WAS","23","1","1","100%","1.0","3.0","33.3","33.3","66.7%","1.0","2.0","50.0","33.3%","0.0","1.0","0.0","2020-2021"
"190","Andre Iguodala","MIA","37","4","4","100%","1.5","2.8","54.5","68.2","36.4%","0.8","1.0","75.0","63.6%","0.8","1.8","42.9","2020-2021"
"191","E'Twaun Moore","PHX","32","7","6","100%","1.1","2.6","44.4","47.2","72.2%","1.0","1.9","53.8","27.8%","0.1","0.7","20.0","2020-2021"
"192","Chandler Hutchison","WAS","25","2","2","100%","1.0","2.5","40.0","40.0","100%","1.0","2.5","40.0","0.0%","0.0","0.0","-","2020-2021"
"193","Elfrid Payton","NYK","27","2","2","100%","0.0","2.5","0.0","0.0","100%","0.0","2.5","0.0","0.0%","0.0","0.0","-","2020-2021"
"194","Ben McLemore","LAL","28","4","3","100%","0.5","2.3","22.2","33.3","33.3%","0.0","0.8","0.0","66.7%","0.5","1.5","33.3","2020-2021"
"195","Tyler Johnson","BKN","29","8","8","100%","0.8","2.1","35.3","44.1","35.3%","0.4","0.8","50.0","64.7%","0.4","1.4","27.3","2020-2021"
"196","Jeff Teague","MIL","33","16","13","100%","0.6","1.9","29.0","37.1","64.5%","0.3","1.3","20.0","35.5%","0.3","0.7","45.5","2020-2021"
"197","Elijah Bryant","MIL","26","11","6","100%","0.6","1.8","35.0","35.0","60.0%","0.6","1.1","58.3","40.0%","0.0","0.7","0.0","2020-2021"
"198","Tony Snell","ATL","29","9","9","100%","0.2","1.8","12.5","15.6","31.3%","0.1","0.6","20.0","68.8%","0.1","1.2","9.1","2020-2021"
"199","Carsen Edwards","BOS","23","2","1","100%","1.0","1.5","66.7","83.3","33.3%","0.5","0.5","100","66.7%","0.5","1.0","50.0","2020-2021"
"200","Timothe Luwawu-Cabarrot","BKN","26","7","5","100%","0.4","1.4","30.0","40.0","40.0%","0.1","0.6","25.0","60.0%","0.3","0.9","33.3","2020-2021"
"201","Nassir Little","POR","21","3","2","100%","0.3","1.3","25.0","37.5","0.0%","0.0","0.0","-","100%","0.3","1.3","25.0","2020-2021"
"202","Tremont Waters","BOS","23","3","2","100%","0.3","1.3","25.0","25.0","50.0%","0.3","0.7","50.0","50.0%","0.0","0.7","0.0","2020-2021"
"203","Garrison Mathews","WAS","24","3","2","100%","0.0","1.3","0.0","0.0","0.0%","0.0","0.0","-","100%","0.0","1.3","0.0","2020-2021"
"204","Isaac Bonga","WAS","21","4","3","100%","0.0","1.3","0.0","0.0","40.0%","0.0","0.5","0.0","60.0%","0.0","0.8","0.0","2020-2021"
"205","Chris Chiozza","BKN","25","6","3","100%","0.3","1.2","28.6","35.7","57.1%","0.2","0.7","25.0","42.9%","0.2","0.5","33.3","2020-2021"
"206","Jevon Carter","PHX","25","7","4","100%","0.4","1.1","37.5","37.5","75.0%","0.4","0.9","50.0","25.0%","0.0","0.3","0.0","2020-2021"
"207","Ty-Shon Alexander","PHX","22","1","1","100%","1.0","1.0","100","100","100%","1.0","1.0","100","0.0%","0.0","0.0","-","2020-2021"
"208","Gabe Vincent","MIA","25","3","2","100%","0.7","1.0","66.7","83.3","33.3%","0.3","0.3","100","66.7%","0.3","0.7","50.0","2020-2021"
"209","Keljin Blevins","POR","25","2","2","100%","0.5","1.0","50.0","50.0","50.0%","0.5","0.5","100","50.0%","0.0","0.5","0.0","2020-2021"
"210","Trent Forrest","UTA","23","4","3","100%","0.5","1.0","50.0","50.0","100%","0.5","1.0","50.0","0.0%","0.0","0.0","-","2020-2021"
"211","Axel Toupane","MIL","28","4","2","100%","0.5","1.0","50.0","62.5","50.0%","0.3","0.5","50.0","50.0%","0.3","0.5","50.0","2020-2021"
"212","Kris Dunn","ATL","27","5","4","100%","0.2","1.0","20.0","20.0","80.0%","0.2","0.8","25.0","20.0%","0.0","0.2","0.0","2020-2021"
"213","John Konchar","MEM","25","1","1","100%","0.0","1.0","0.0","0.0","0.0%","0.0","0.0","-","100%","0.0","1.0","0.0","2020-2021"
"214","Sam Merrill","MIL","25","8","4","100%","0.3","0.9","28.6","35.7","28.6%","0.1","0.3","50.0","71.4%","0.1","0.6","20.0","2020-2021"
"215","Isaiah Joe","PHI","21","4","2","100%","0.3","0.8","33.3","33.3","33.3%","0.3","0.3","100","66.7%","0.0","0.5","0.0","2020-2021"
"216","Skylar Mays","ATL","23","7","4","100%","0.6","0.7","80.0","80.0","100%","0.6","0.7","80.0","0.0%","0.0","0.0","-","2020-2021"
"217","Matt Thomas","UTA","26","3","1","100%","0.0","0.7","0.0","0.0","100%","0.0","0.7","0.0","0.0%","0.0","0.0","-","2020-2021"
"218","Miye Oni","UTA","23","8","4","100%","0.0","0.6","0.0","0.0","0.0%","0.0","0.0","-","100%","0.0","0.6","0.0","2020-2021"
"219","Yogi Ferrell","LAC","28","9","4","100%","0.2","0.6","40.0","40.0","80.0%","0.2","0.4","50.0","20.0%","0.0","0.1","0.0","2020-2021"
"220","CJ Elleby","POR","21","2","1","100%","0.0","0.5","0.0","0.0","100%","0.0","0.5","0.0","0.0%","0.0","0.0","-","2020-2021"
"221","KZ Okpala","MIA","22","2","1","100%","0.0","0.5","0.0","0.0","0.0%","0.0","0.0","-","100%","0.0","0.5","0.0","2020-2021"
"222","Max Strus","MIA","25","2","1","100%","0.0","0.5","0.0","0.0","100%","0.0","0.5","0.0","0.0%","0.0","0.0","-","2020-2021"
"223","Shaquille Harrison","DEN","27","9","3","100%","0.3","0.4","75.0","87.5","75.0%","0.2","0.3","66.7","25.0%","0.1","0.1","100","2020-2021"
"224","Amir Coffey","LAC","24","10","3","100%","0.3","0.4","75.0","87.5","75.0%","0.2","0.3","66.7","25.0%","0.1","0.1","100","2020-2021"
"225","Frank Ntilikina","NYK","22","3","1","100%","0.0","0.3","0.0","0.0","0.0%","0.0","0.0","-","100%","0.0","0.3","0.0","2020-2021"
"226","Player","Team","Age","GP","G","Freq","FGM","FGA","FG%","eFG%","2FG Freq","2FGM","2FGA","2FG%","3FG Freq","3PM","3PA","3P%","2019-2020"
"227","Donovan Mitchell","UTA","23","7","7","100%","11.9","22.4","52.9","63.4","59.2%","7.1","13.3","53.8","40.8%","4.7","9.1","51.6","2019-2020"
"228","Luka Doncic","DAL","21","6","6","100%","10.7","21.3","50.0","56.3","65.6%","8.0","14.0","57.1","34.4%","2.7","7.3","36.4","2019-2020"
"229","CJ McCollum","POR","28","5","5","100%","8.8","19.8","44.4","51.0","64.6%","6.2","12.8","48.4","35.4%","2.6","7.0","37.1","2019-2020"
"230","Jayson Tatum","BOS","22","17","17","100%","8.5","19.6","43.4","50.4","62.3%","5.8","12.2","47.1","37.7%","2.8","7.4","37.3","2019-2020"
"231","Jamal Murray","DEN","23","19","19","100%","9.8","19.4","50.5","59.0","62.8%","6.5","12.2","53.7","37.2%","3.3","7.2","45.3","2019-2020"
"232","James Harden","HOU","30","12","12","100%","9.1","19.0","47.8","56.4","48.7%","5.8","9.3","63.1","51.3%","3.3","9.8","33.3","2019-2020"
"233","Caris LeVert","BKN","25","4","4","100%","6.8","18.3","37.0","43.2","71.2%","4.5","13.0","34.6","28.8%","2.3","5.3","42.9","2019-2020"
"234","Russell Westbrook","HOU","31","8","8","100%","7.4","17.5","42.1","45.0","76.4%","6.4","13.4","47.7","23.6%","1.0","4.1","24.2","2019-2020"
"235","Fred VanVleet","TOR","26","11","11","100%","6.9","17.3","40.0","51.3","42.1%","3.0","7.3","41.3","57.9%","3.9","10.0","39.1","2019-2020"
"236","Jaylen Brown","BOS","23","17","17","100%","8.1","16.9","47.6","55.0","58.3%","5.5","9.9","56.0","41.7%","2.5","7.1","35.8","2019-2020"
"237","Malcolm Brogdon","IND","27","4","4","100%","6.5","16.3","40.0","46.9","63.1%","4.3","10.3","41.5","36.9%","2.3","6.0","37.5","2019-2020"
"238","Chris Paul","OKC","35","7","7","100%","7.9","16.0","49.1","56.3","61.6%","5.6","9.9","56.5","38.4%","2.3","6.1","37.2","2019-2020"
"239","Damian Lillard","POR","29","4","4","100%","6.5","16.0","40.6","50.8","48.4%","3.3","7.8","41.9","51.6%","3.3","8.3","39.4","2019-2020"
"240","Tim Hardaway Jr.","DAL","28","6","6","100%","6.7","15.8","42.1","52.1","43.2%","3.5","6.8","51.2","56.8%","3.2","9.0","35.2","2019-2020"
"241","Goran Dragic","MIA","34","17","17","100%","7.0","15.8","44.4","51.3","60.1%","4.8","9.5","50.9","39.9%","2.2","6.3","34.6","2019-2020"
"242","Dennis Schroder","OKC","26","7","7","100%","6.3","15.6","40.4","46.3","58.7%","4.4","9.1","48.4","41.3%","1.9","6.4","28.9","2019-2020"
"243","Kemba Walker","BOS","30","17","17","100%","6.7","15.1","44.1","51.8","50.8%","4.3","7.7","56.9","49.2%","2.3","7.4","31.0","2019-2020"
"244","Timothe Luwawu-Cabarrot","BKN","25","4","4","100%","5.0","14.8","33.9","44.9","33.9%","1.8","5.0","35.0","66.1%","3.3","9.8","33.3","2019-2020"
"245","Eric Gordon","HOU","31","12","12","100%","6.0","14.7","40.9","49.1","48.9%","3.6","7.2","50.0","51.1%","2.4","7.5","32.2","2019-2020"
"246","Victor Oladipo","IND","28","4","4","100%","5.5","14.0","39.3","50.0","41.1%","2.5","5.8","43.5","58.9%","3.0","8.3","36.4","2019-2020"
"247","Josh Richardson","PHI","26","4","4","100%","5.0","14.0","35.7","44.6","50.0%","2.5","7.0","35.7","50.0%","2.5","7.0","35.7","2019-2020"
"248","Jordan Clarkson","UTA","28","7","7","100%","6.4","13.9","46.4","55.2","49.5%","4.0","6.9","58.3","50.5%","2.4","7.0","34.7","2019-2020"
"249","Kyle Lowry","TOR","34","11","11","100%","5.6","13.4","41.9","49.7","51.4%","3.5","6.9","51.3","48.6%","2.1","6.5","31.9","2019-2020"
"250","Tyler Herro","MIA","20","21","21","100%","5.7","13.1","43.4","52.2","53.3%","3.4","7.0","48.6","46.7%","2.3","6.1","37.5","2019-2020"
"251","Shai Gilgeous-Alexander","OKC","21","7","7","100%","5.6","12.9","43.3","51.1","61.1%","3.6","7.9","45.5","38.9%","2.0","5.0","40.0","2019-2020"
"252","Mike Conley","UTA","32","5","5","100%","6.2","12.8","48.4","62.5","46.9%","2.6","6.0","43.3","53.1%","3.6","6.8","52.9","2019-2020"
"253","Terrence Ross","ORL","29","5","5","100%","6.0","12.8","46.9","54.7","53.1%","4.0","6.8","58.8","46.9%","2.0","6.0","33.3","2019-2020"
"254","Luguentz Dort","OKC","21","6","6","100%","4.5","12.7","35.5","44.1","34.2%","2.3","4.3","53.8","65.8%","2.2","8.3","26.0","2019-2020"
"255","Garrett Temple","BKN","34","4","4","100%","4.3","12.3","34.7","43.9","26.5%","2.0","3.3","61.5","73.5%","2.3","9.0","25.0","2019-2020"
"256","Alec Burks","PHI","28","4","4","100%","4.0","12.3","32.7","35.7","67.3%","3.3","8.3","39.4","32.7%","0.8","4.0","18.8","2019-2020"
"257","Markelle Fultz","ORL","22","5","5","100%","4.8","12.0","40.0","45.0","73.3%","3.6","8.8","40.9","26.7%","1.2","3.2","37.5","2019-2020"
"258","Marcus Smart","BOS","26","17","17","100%","4.6","11.7","39.4","49.7","37.9%","2.2","4.4","49.3","62.1%","2.4","7.2","33.3","2019-2020"
"259","Joe Harris","BKN","28","2","2","100%","6.0","11.5","52.2","67.4","47.8%","2.5","5.5","45.5","52.2%","3.5","6.0","58.3","2019-2020"
"260","Tyler Johnson","BKN","28","4","4","100%","5.3","11.5","45.7","57.6","39.1%","2.5","4.5","55.6","60.9%","2.8","7.0","39.3","2019-2020"
"261","Evan Fournier","ORL","27","5","5","100%","4.0","11.4","35.1","45.6","38.6%","1.6","4.4","36.4","61.4%","2.4","7.0","34.3","2019-2020"
"262","Lou Williams","LAC","33","13","13","100%","4.8","11.2","42.5","46.6","65.1%","3.9","7.3","52.6","34.9%","0.9","3.9","23.5","2019-2020"
"263","Shake Milton","PHI","23","4","4","100%","5.3","11.0","47.7","59.1","43.2%","2.8","4.8","57.9","56.8%","2.5","6.3","40.0","2019-2020"
"264","Eric Bledsoe","MIL","30","9","9","100%","4.2","10.9","38.8","42.9","67.3%","3.3","7.3","45.5","32.7%","0.9","3.6","25.0","2019-2020"
"265","Trey Burke","DAL","27","6","6","100%","5.0","9.8","50.8","57.6","71.2%","3.7","7.0","52.4","28.8%","1.3","2.8","47.1","2019-2020"
"266","Norman Powell","TOR","27","11","11","100%","4.6","9.4","49.0","59.6","50.0%","2.6","4.7","55.8","50.0%","2.0","4.7","42.3","2019-2020"
"267","D.J. Augustin","ORL","32","5","5","100%","3.6","9.4","38.3","46.8","61.7%","2.0","5.8","34.5","38.3%","1.6","3.6","44.4","2019-2020"
"268","Danuel House Jr.","HOU","27","9","9","100%","4.1","9.3","44.0","55.4","38.1%","2.0","3.6","56.3","61.9%","2.1","5.8","36.5","2019-2020"
"269","Gary Trent Jr.","POR","21","5","5","100%","3.2","9.0","35.6","46.7","46.7%","1.2","4.2","28.6","53.3%","2.0","4.8","41.7","2019-2020"
"270","Seth Curry","DAL","29","6","6","100%","5.2","8.8","58.5","67.9","60.4%","3.5","5.3","65.6","39.6%","1.7","3.5","47.6","2019-2020"
"271","Kentavious Caldwell-Pope","LAL","27","21","21","100%","3.7","8.8","42.2","54.3","36.8%","1.6","3.2","48.5","63.2%","2.1","5.6","38.5","2019-2020"
"272","Danny Green","LAL","33","21","21","100%","2.8","8.0","34.7","46.1","32.9%","0.9","2.6","36.4","67.1%","1.8","5.3","33.9","2019-2020"
"273","Joe Ingles","UTA","32","7","7","100%","3.1","7.7","40.7","53.7","25.9%","1.1","2.0","57.1","74.1%","2.0","5.7","35.0","2019-2020"
"274","Rajon Rondo","LAL","34","16","16","100%","3.3","7.4","44.5","52.9","58.0%","2.1","4.3","47.8","42.0%","1.3","3.1","40.0","2019-2020"
"275","Monte Morris","DEN","25","19","19","100%","3.5","7.0","49.6","54.1","69.9%","2.8","4.9","58.1","30.1%","0.6","2.1","30.0","2019-2020"
"276","George Hill","MIL","34","10","10","100%","3.2","6.7","47.8","55.2","58.2%","2.2","3.9","56.4","41.8%","1.0","2.8","35.7","2019-2020"
"277","Anfernee Simons","POR","21","4","4","100%","2.0","6.5","30.8","42.3","46.2%","0.5","3.0","16.7","53.8%","1.5","3.5","42.9","2019-2020"
