"","V1","V2","V3","V4","V5","Field Goals","Field Goals","Field Goals","Field Goals","Field Goals","2 Point Field Goals","2 Point Field Goals","2 Point Field Goals","2 Point Field Goals","3 Point Field Goals","3 Point Field Goals","3 Point Field Goals","3 Point Field Goals","Season"
"1","Player","Team","Age","GP","G","Freq","FGM","FGA","FG%","eFG%","2FG Freq","2FGM","2FGA","2FG%","3FG Freq","3PM","3PA","3P%","2021-2022"
"974","James Michael McAdoo","GSW","22","5","2","100%","0.4","0.6","66.7","66.7","100%","0.4","0.6","66.7","0.0%","0.0","0.0","-","2014-2015"
"975","Mike Miller","CLE","35","9","4","100%","0.3","0.6","60.0","90.0","0.0%","0.0","0.0","-","100%","0.3","0.6","60.0","2014-2015"
"976","Jon Leuer","MEM","26","4","2","100%","0.5","0.5","100","100","100%","0.5","0.5","100","0.0%","0.0","0.0","-","2014-2015"
"977","Tyler Hansbrough","TOR","29","4","1","100%","0.3","0.5","50.0","50.0","100%","0.3","0.5","50.0","0.0%","0.0","0.0","-","2014-2015"
"978","Kostas Papanikolaou","HOU","24","8","3","100%","0.1","0.5","25.0","25.0","25.0%","0.1","0.1","100","75.0%","0.0","0.4","0.0","2014-2015"
"979","Dwight Powell","DAL","23","2","1","100%","0.0","0.5","0.0","0.0","100%","0.0","0.5","0.0","0.0%","0.0","0.0","-","2014-2015"
"980","Rasual Butler","WAS","36","2","1","100%","0.0","0.5","0.0","0.0","0.0%","0.0","0.0","-","100%","0.0","0.5","0.0","2014-2015"
"981","JaMychal Green","MEM","25","5","1","100%","0.0","0.4","0.0","0.0","50.0%","0.0","0.2","0.0","50.0%","0.0","0.2","0.0","2014-2015"
"982","Joey Dorsey","HOU","31","6","2","100%","0.0","0.3","0.0","0.0","100%","0.0","0.3","0.0","0.0%","0.0","0.0","-","2014-2015"
"983","Elton Brand","ATL","36","3","1","100%","0.0","0.3","0.0","0.0","100%","0.0","0.3","0.0","0.0%","0.0","0.0","-","2014-2015"
"984","Dahntay Jones","LAC","34","11","2","100%","0.2","0.2","100","100","100%","0.2","0.2","100","0.0%","0.0","0.0","-","2014-2015"
"985","Player","Team","Age","GP","G","Freq","FGM","FGA","FG%","eFG%","2FG Freq","2FGM","2FGA","2FG%","3FG Freq","3PM","3PA","3P%","2013-2014"
"986","LaMarcus Aldridge","POR","28","11","11","100%","10.3","22.1","46.5","46.9","98.8%","10.1","21.8","46.3","1.2%","0.2","0.3","66.7","2013-2014"
"987","Kevin Durant","OKC","25","19","19","100%","10.2","21.7","46.8","52.1","69.9%","7.9","15.2","52.1","30.1%","2.3","6.5","34.7","2013-2014"
"988","Dirk Nowitzki","DAL","36","7","7","100%","7.7","18.0","42.9","43.3","90.5%","7.6","16.3","46.5","9.5%","0.1","1.7","8.3","2013-2014"
"989","Blake Griffin","LAC","25","13","13","100%","9.0","17.1","52.5","52.7","96.9%","8.9","16.6","53.7","3.1%","0.1","0.5","14.3","2013-2014"
"990","LeBron James","MIA","29","20","20","100%","9.6","16.6","58.0","63.3","74.0%","7.8","12.3","64.1","26.0%","1.8","4.3","40.7","2013-2014"
"991","Chandler Parsons","HOU","25","6","6","100%","7.7","16.3","46.9","53.6","63.3%","5.5","10.3","53.2","36.7%","2.2","6.0","36.1","2013-2014"
"992","Paul George","IND","24","19","19","100%","7.3","15.7","46.2","54.8","57.2%","4.5","9.0","50.3","42.8%","2.7","6.7","40.6","2013-2014"
"993","Dwight Howard","HOU","28","6","6","100%","9.7","15.5","62.4","62.4","100%","9.7","15.5","62.4","0.0%","0.0","0.0","-","2013-2014"
"994","Zach Randolph","MEM","32","6","6","100%","7.0","15.0","46.7","46.7","98.9%","7.0","14.8","47.2","1.1%","0.0","0.2","0.0","2013-2014"
"995","Paul Millsap","ATL","29","7","7","100%","5.9","13.1","44.6","49.5","70.7%","4.6","9.3","49.2","29.3%","1.3","3.9","33.3","2013-2014"
"996","Nene","WAS","31","10","10","100%","6.4","13.0","49.2","49.2","100%","6.4","13.0","49.2","0.0%","0.0","0.0","-","2013-2014"
"997","Nicolas Batum","POR","25","11","11","100%","6.1","12.7","47.9","55.4","57.1%","4.2","7.3","57.5","42.9%","1.9","5.5","35.0","2013-2014"
"998","David West","IND","33","19","19","100%","6.4","12.4","51.5","51.9","95.7%","6.3","11.8","52.9","4.3%","0.1","0.5","20.0","2013-2014"
"999","Tim Duncan","SAS","38","23","23","100%","6.4","11.4","56.3","56.3","99.2%","6.4","11.3","56.7","0.8%","0.0","0.1","0.0","2013-2014"
"1000","Chris Bosh","MIA","30","20","20","100%","5.8","11.3","51.6","58.2","67.1%","4.3","7.5","57.0","32.9%","1.5","3.7","40.5","2013-2014"
"1001","Paul Pierce","BKN","36","12","12","100%","5.0","10.5","47.6","55.2","57.9%","3.4","6.1","56.2","42.1%","1.6","4.4","35.8","2013-2014"
"1002","Taj Gibson","CHI","29","5","5","100%","6.4","10.4","61.5","61.5","100%","6.4","10.4","61.5","0.0%","0.0","0.0","-","2013-2014"
"1003","Mike Dunleavy","CHI","33","5","5","100%","5.0","10.4","48.1","59.6","51.9%","2.6","5.4","48.1","48.1%","2.4","5.0","48.0","2013-2014"
"1004","Jimmy Butler","CHI","24","5","5","100%","4.4","10.4","42.3","48.1","61.5%","3.2","6.4","50.0","38.5%","1.2","4.0","30.0","2013-2014"
"1005","Kawhi Leonard","SAS","23","23","23","100%","5.3","10.0","52.4","58.9","68.4%","4.0","6.9","57.6","31.6%","1.3","3.2","41.1","2013-2014"
"1006","Trevor Ariza","WAS","28","11","11","100%","4.7","9.4","50.0","62.0","46.2%","2.5","4.4","56.3","53.8%","2.3","5.1","44.6","2013-2014"
"1007","Vince Carter","DAL","37","7","7","100%","4.4","9.3","47.7","59.2","52.3%","2.3","4.9","47.1","47.7%","2.1","4.4","48.4","2013-2014"
"1008","Kyle Korver","ATL","33","7","7","100%","4.3","9.3","46.2","63.8","18.5%","1.0","1.7","58.3","81.5%","3.3","7.6","43.4","2013-2014"
"1009","David Lee","GSW","31","7","7","100%","5.9","8.9","66.1","66.1","100%","5.9","8.9","66.1","0.0%","0.0","0.0","-","2013-2014"
"1010","Andre Iguodala","GSW","30","7","7","100%","4.6","8.4","54.2","61.0","74.6%","3.4","6.3","54.5","25.4%","1.1","2.1","53.3","2013-2014"
"1011","Serge Ibaka","OKC","24","17","17","100%","5.1","8.3","61.3","63.0","91.5%","4.8","7.7","63.1","8.5%","0.3","0.7","41.7","2013-2014"
"1012","Carlos Boozer","CHI","32","5","5","100%","4.0","8.0","50.0","50.0","100%","4.0","8.0","50.0","0.0%","0.0","0.0","-","2013-2014"
"1013","Josh McRoberts","CHA","27","4","4","100%","3.8","8.0","46.9","59.4","46.9%","1.8","3.8","46.7","53.1%","2.0","4.3","47.1","2013-2014"
"1014","Shawn Marion","DAL","36","7","7","100%","3.4","8.0","42.9","46.4","67.9%","2.9","5.4","52.6","32.1%","0.6","2.6","22.2","2013-2014"
"1015","Mike Scott","ATL","25","7","7","100%","3.3","8.0","41.1","50.0","48.2%","1.9","3.9","48.1","51.8%","1.4","4.1","34.5","2013-2014"
"1016","Draymond Green","GSW","24","7","7","100%","4.0","7.9","50.9","58.2","47.3%","2.9","3.7","76.9","52.7%","1.1","4.1","27.6","2013-2014"
"1017","Matt Barnes","LAC","34","13","13","100%","3.5","7.8","44.6","54.0","41.6%","2.0","3.2","61.9","58.4%","1.5","4.5","32.2","2013-2014"
"1018","Amir Johnson","TOR","27","7","7","100%","4.9","7.0","69.4","69.4","95.9%","4.9","6.7","72.3","4.1%","0.0","0.3","0.0","2013-2014"
"1019","Mirza Teletovic","BKN","28","12","12","100%","3.0","6.7","45.0","56.9","31.3%","1.4","2.1","68.0","68.8%","1.6","4.6","34.5","2013-2014"
"1020","DeMarre Carroll","ATL","27","7","7","100%","3.3","6.6","50.0","59.8","54.3%","2.0","3.6","56.0","45.7%","1.3","3.0","42.9","2013-2014"
"1021","Harrison Barnes","GSW","22","7","7","100%","2.7","6.6","41.3","50.0","54.3%","1.6","3.6","44.0","45.7%","1.1","3.0","38.1","2013-2014"
"1022","Danny Green","SAS","27","23","23","100%","3.4","6.5","52.0","68.0","35.3%","1.3","2.3","56.6","64.7%","2.1","4.2","49.5","2013-2014"
"1023","Patrick Patterson","TOR","25","7","7","100%","3.7","6.4","57.8","65.6","62.2%","2.7","4.0","67.9","37.8%","1.0","2.4","41.2","2013-2014"
"1024","Boris Diaw","SAS","32","23","23","100%","3.4","6.4","53.1","58.8","72.1%","2.6","4.6","57.5","27.9%","0.7","1.8","41.5","2013-2014"
"1025","Terrence Ross","TOR","23","7","7","100%","2.0","6.3","31.8","36.4","45.5%","1.4","2.9","50.0","54.5%","0.6","3.4","16.7","2013-2014"
"1026","Luis Scola","IND","34","18","17","100%","2.7","5.7","46.6","47.1","97.1%","2.6","5.6","47.0","2.9%","0.1","0.2","33.3","2013-2014"
"1027","Caron Butler","OKC","34","18","18","100%","1.9","5.7","34.0","44.2","44.7%","0.8","2.6","30.4","55.3%","1.2","3.2","36.8","2013-2014"
"1028","Mike Miller","MEM","34","7","7","100%","2.1","5.6","38.5","56.4","25.6%","0.1","1.4","10.0","74.4%","2.0","4.1","48.3","2013-2014"
"1029","Terrence Jones","HOU","22","6","6","100%","3.3","5.3","62.5","62.5","96.9%","3.3","5.2","64.5","3.1%","0.0","0.2","0.0","2013-2014"
"1030","Kevin Garnett","BKN","38","12","12","100%","2.8","5.1","54.1","54.1","96.7%","2.8","4.9","55.9","3.3%","0.0","0.2","0.0","2013-2014"
"1031","Michael Kidd-Gilchrist","CHA","20","4","4","100%","3.5","5.0","70.0","70.0","95.0%","3.5","4.8","73.7","5.0%","0.0","0.3","0.0","2013-2014"
"1032","Alan Anderson","BKN","31","12","11","100%","2.1","4.9","42.4","50.0","47.5%","1.3","2.3","57.1","52.5%","0.8","2.6","29.0","2013-2014"
"1033","Marreese Speights","GSW","26","7","7","100%","2.7","4.9","55.9","55.9","100%","2.7","4.9","55.9","0.0%","0.0","0.0","-","2013-2014"
"1034","Rashard Lewis","MIA","34","18","18","100%","1.9","4.7","41.7","54.8","29.8%","0.7","1.4","52.0","70.2%","1.2","3.3","37.3","2013-2014"
"1035","Andray Blatche","BKN","27","12","10","100%","2.2","4.3","50.0","50.0","96.2%","2.2","4.2","52.0","3.8%","0.0","0.2","0.0","2013-2014"
"1036","Jermaine O'Neal","GSW","35","7","6","100%","2.6","4.3","60.0","60.0","100%","2.6","4.3","60.0","0.0%","0.0","0.0","-","2013-2014"
"1037","DeJuan Blair","DAL","25","6","5","100%","2.7","4.2","64.0","64.0","100%","2.7","4.2","64.0","0.0%","0.0","0.0","-","2013-2014"
"1038","James Johnson","MEM","27","3","3","100%","1.7","4.0","41.7","50.0","58.3%","1.0","2.3","42.9","41.7%","0.7","1.7","40.0","2013-2014"
"1039","Drew Gooden","WAS","32","10","7","100%","1.4","3.8","36.8","36.8","89.5%","1.4","3.4","41.2","10.5%","0.0","0.4","0.0","2013-2014"
"1040","Tayshaun Prince","MEM","34","7","7","100%","1.4","3.6","40.0","42.0","84.0%","1.3","3.0","42.9","16.0%","0.1","0.6","25.0","2013-2014"
"1041","Martell Webster","WAS","27","11","10","100%","1.4","3.5","38.5","46.2","33.3%","0.8","1.2","69.2","66.7%","0.6","2.4","23.1","2013-2014"
"1042","Brandan Wright","DAL","26","6","6","100%","2.5","3.0","83.3","83.3","100%","2.5","3.0","83.3","0.0%","0.0","0.0","-","2013-2014"
"1043","Francisco Garcia","HOU","32","2","2","100%","1.0","3.0","33.3","33.3","50.0%","1.0","1.5","66.7","50.0%","0.0","1.5","0.0","2013-2014"
"1044","Trevor Booker","WAS","26","9","7","100%","1.4","2.9","50.0","50.0","92.3%","1.4","2.7","54.2","7.7%","0.0","0.2","0.0","2013-2014"
"1045","Evan Turner","IND","25","12","9","100%","1.3","2.8","45.5","51.5","78.8%","0.9","2.2","42.3","21.2%","0.3","0.6","57.1","2013-2014"
"1046","Chris Andersen","MIA","35","18","16","100%","1.8","2.7","67.3","67.3","98.0%","1.8","2.7","68.8","2.0%","0.0","0.1","0.0","2013-2014"
"1047","Glen Davis","LAC","28","13","13","100%","1.9","2.7","71.4","71.4","100%","1.9","2.7","71.4","0.0%","0.0","0.0","-","2013-2014"
"1048","John Salmons","TOR","34","6","6","100%","0.8","2.7","31.3","37.5","25.0%","0.5","0.7","75.0","75.0%","0.3","2.0","16.7","2013-2014"
"1049","Danny Granger","LAC","31","13","12","100%","0.8","2.6","32.4","39.7","41.2%","0.5","1.1","42.9","58.8%","0.4","1.5","25.0","2013-2014"
"1050","James Jones","MIA","33","15","12","100%","1.2","2.6","46.2","65.4","17.9%","0.2","0.5","42.9","82.1%","1.0","2.1","46.9","2013-2014"
"1051","Hedo Turkoglu","LAC","35","5","3","100%","1.2","2.6","46.2","61.5","23.1%","0.4","0.6","66.7","76.9%","0.8","2.0","40.0","2013-2014"
"1052","Thomas Robinson","POR","23","11","10","100%","1.2","2.5","46.4","46.4","100%","1.2","2.5","46.4","0.0%","0.0","0.0","-","2013-2014"
"1053","Jon Leuer","MEM","25","3","3","100%","1.0","2.3","42.9","50.0","71.4%","0.7","1.7","40.0","28.6%","0.3","0.7","50.0","2013-2014"
"1054","Jae Crowder","DAL","23","7","6","100%","1.1","2.3","50.0","59.4","56.3%","0.7","1.3","55.6","43.8%","0.4","1.0","42.9","2013-2014"
"1055","Al Harrington","WAS","34","7","6","100%","0.9","2.1","40.0","40.0","53.3%","0.9","1.1","75.0","46.7%","0.0","1.0","0.0","2013-2014"
"1056","Dorell Wright","POR","28","8","6","100%","0.9","2.1","41.2","52.9","35.3%","0.4","0.8","50.0","64.7%","0.5","1.4","36.4","2013-2014"
"1057","Chris Copeland","IND","30","12","10","100%","1.0","2.1","48.0","60.0","36.0%","0.5","0.8","66.7","64.0%","0.5","1.3","37.5","2013-2014"
"1058","Michael Beasley","MIA","25","4","3","100%","1.3","2.0","62.5","62.5","100%","1.3","2.0","62.5","0.0%","0.0","0.0","-","2013-2014"
"1059","Udonis Haslem","MIA","34","16","14","100%","1.1","2.0","53.1","53.1","100%","1.1","2.0","53.1","0.0%","0.0","0.0","-","2013-2014"
"1060","Austin Daye","SAS","26","1","1","100%","0.0","2.0","0.0","0.0","100%","0.0","2.0","0.0","0.0%","0.0","0.0","-","2013-2014"
"1061","Elton Brand","ATL","35","7","6","100%","0.3","1.7","16.7","16.7","100%","0.3","1.7","16.7","0.0%","0.0","0.0","-","2013-2014"
"1062","Bismack Biyombo","CHA","21","3","1","100%","1.0","1.7","60.0","60.0","100%","1.0","1.7","60.0","0.0%","0.0","0.0","-","2013-2014"
"1063","Shane Battier","MIA","35","16","11","100%","0.8","1.6","46.2","63.5","23.1%","0.2","0.4","50.0","76.9%","0.6","1.3","45.0","2013-2014"
"1064","Chuck Hayes","TOR","31","5","4","100%","0.4","1.6","25.0","25.0","100%","0.4","1.6","25.0","0.0%","0.0","0.0","-","2013-2014"
"1065","Aron Baynes","SAS","27","14","9","100%","0.9","1.6","54.5","54.5","95.5%","0.9","1.5","57.1","4.5%","0.0","0.1","0.0","2013-2014"
"1066","Jared Dudley","LAC","28","7","5","100%","0.4","1.6","27.3","40.9","45.5%","0.0","0.7","0.0","54.5%","0.4","0.9","50.0","2013-2014"
"1067","Perry Jones III","OKC","22","11","5","100%","0.6","1.6","41.2","50.0","41.2%","0.4","0.6","57.1","58.8%","0.3","0.9","30.0","2013-2014"
"1068","Cody Zeller","CHA","21","4","3","100%","0.8","1.5","50.0","50.0","100%","0.8","1.5","50.0","0.0%","0.0","0.0","-","2013-2014"
"1069","Nick Collison","OKC","33","17","13","100%","0.7","1.4","50.0","54.2","83.3%","0.6","1.2","50.0","16.7%","0.1","0.2","50.0","2013-2014"
"1070","Rasual Butler","IND","35","11","8","100%","0.6","1.4","40.0","56.7","20.0%","0.1","0.3","33.3","80.0%","0.5","1.1","41.7","2013-2014"
"1071","Andrei Kirilenko","BKN","33","10","6","100%","0.7","1.2","58.3","58.3","100%","0.7","1.2","58.3","0.0%","0.0","0.0","-","2013-2014"
"1072","Hilton Armstrong","GSW","29","7","3","100%","0.6","1.1","50.0","50.0","87.5%","0.6","1.0","57.1","12.5%","0.0","0.1","0.0","2013-2014"
"1073","Ed Davis","MEM","25","7","5","100%","0.4","1.1","37.5","37.5","100%","0.4","1.1","37.5","0.0%","0.0","0.0","-","2013-2014"
"1074","Mason Plumlee","BKN","24","10","7","100%","0.7","1.1","63.6","63.6","100%","0.7","1.1","63.6","0.0%","0.0","0.0","-","2013-2014"
"1075","Cartier Martin","ATL","29","3","2","100%","0.7","1.0","66.7","66.7","100%","0.7","1.0","66.7","0.0%","0.0","0.0","-","2013-2014"
"1076","Lavoy Allen","IND","25","4","3","100%","0.5","1.0","50.0","50.0","100%","0.5","1.0","50.0","0.0%","0.0","0.0","-","2013-2014"
"1077","Otto Porter Jr.","WAS","21","3","3","100%","0.3","1.0","33.3","33.3","66.7%","0.3","0.7","50.0","33.3%","0.0","0.3","0.0","2013-2014"
"1078","Andre Roberson","OKC","22","2","1","100%","0.0","1.0","0.0","0.0","100%","0.0","1.0","0.0","0.0%","0.0","0.0","-","2013-2014"
"1079","Matt Bonner","SAS","34","22","9","100%","0.5","0.9","50.0","60.0","45.0%","0.3","0.4","66.7","55.0%","0.2","0.5","36.4","2013-2014"
"1080","Jeff Ayres","SAS","27","17","9","100%","0.3","0.8","46.2","46.2","100%","0.3","0.8","46.2","0.0%","0.0","0.0","-","2013-2014"
"1081","Steve Novak","TOR","31","4","2","100%","0.0","0.8","0.0","0.0","0.0%","0.0","0.0","-","100%","0.0","0.8","0.0","2013-2014"
"1082","Tyler Hansbrough","TOR","28","3","1","100%","0.3","0.7","50.0","50.0","100%","0.3","0.7","50.0","0.0%","0.0","0.0","-","2013-2014"
"1083","Landry Fields","TOR","26","3","1","100%","0.0","0.7","0.0","0.0","100%","0.0","0.7","0.0","0.0%","0.0","0.0","-","2013-2014"
"1084","Anthony Tolliver","CHA","29","4","2","100%","0.3","0.5","50.0","75.0","0.0%","0.0","0.0","-","100%","0.3","0.5","50.0","2013-2014"
"1085","Joel Freeland","POR","27","9","2","100%","0.0","0.3","0.0","0.0","100%","0.0","0.3","0.0","0.0%","0.0","0.0","-","2013-2014"
